#13 matrices: 7 with percentages and 6 with gene counts

#Three different gene counts:
# DISTINCT  : always count a maximum 1
# SEMI      : Counts gene copies of genome A up to number of copies in genome B.
# EVERYTHING: Count all genes of genome A as long as the other genome has a copy.

#Percentages of genes shared between two genomes. Gene counts are divided either by the sum of one or both genomes
#1 Percentage SEMI gene counts. Derived from #11 & #12
#2 Percentage SEMI gene counts, genome left column. Derived from #11 & #11 diagonal
#3 Percentage DISTINCT gene counts. Derived from #7 & #8
#4 Percentage DISTINCT based on genome in left column. Derived from #7 & #7 diagonal
#5 Percentage informative DISTINCT based on both genomes. Derived from #9 & #10
#6 Percentage EVERYTHING gene counts based on genome in left column. Derived from #13 & #13 diagonal

#Gene counts between two genomes
#7 shared DISTINCT genes
#8 unshared DISTINCT genes
#9 shared informative DISTINCT genes
#10 unshared informative DISTINCT genes
#11 SEMI shared genes
#12 SEMI unshared genes
#13 EVERYTHING shared genes


#1 Percentage based on SEMI gene counts of both genomes (#11 & #12)
3,46.15,52.08,50.90,51.20,51.19,48.78,51.65,44.44,26.01,0,49.13,51.79,50.71,51.36,52.67,53.25
4,44.89,46.54,47.09,46.96,46.83,44.94,47.33,42.63,19.91,49.13,0,47.37,46.80,46.56,47.39,49.59
5,45.74,56.41,57.13,58.51,57.99,54.79,57.54,45.60,21.71,51.79,47.37,0,57.52,57.22,59.06,57.51
6,45.48,55.76,57.13,56.89,56.55,54.83,56.66,43.82,21.33,50.71,46.80,57.52,0,56.42,56.30,57.17
7,45.60,56.63,56.47,56.77,56.53,55.56,57.39,43.75,21.60,51.36,46.56,57.22,56.42,0,56.11,57.06
8,45.87,56.26,56.48,57.99,57.42,54.80,57.02,45.60,22.20,52.67,47.39,59.06,56.30,56.11,0,59.90
9,47.10,56.82,56.83,57.22,56.82,54.77,59.16,44.87,22.26,53.25,49.59,57.51,57.17,57.06,59.90,0

#2 Percentage based on SEMI gene counts and the genome in the left column (#11 & diagonal #11)
Genomes,1,10,11,12,13,14,15,16,2,3,4,5,6,7,8,9
1,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
10,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
11,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
12,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
13,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
14,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
15,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
16,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
2,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
3,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
4,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity
5,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity
6,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity
7,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity
8,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity
9,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0

#3 Percentage based on DISTINCT gene counts of both genomes (#7 & #8)
Genomes,1,10,11,12,13,14,15,16,2,3,4,5,6,7,8,9
1,0,45.65,46.01,45.88,45.72,45.04,48.33,49.20,21.12,46.77,46.40,46.12,45.90,46.02,46.18,47.44
10,45.65,0,55.75,56.54,56.20,56.05,57.17,44.01,23.22,52.75,48.19,56.55,55.90,56.82,56.35,56.88
11,46.01,55.75,0,57.63,57.38,55.99,56.96,44.87,23.18,51.46,48.63,57.42,57.39,56.61,56.68,56.85
12,45.88,56.54,57.63,0,58.61,55.73,56.57,45.68,23.36,51.80,48.71,58.77,57.16,57.12,58.28,57.33
13,45.72,56.20,57.38,58.61,0,55.69,56.58,44.86,23.33,51.74,48.37,58.26,56.86,56.64,57.65,56.76
14,45.04,56.05,55.99,55.73,55.69,0,55.99,43.69,22.52,50.13,47.08,55.97,56.01,56.64,55.99,55.83
15,48.33,57.17,56.96,56.57,56.58,55.99,0,44.31,23.54,52.11,48.83,57.67,56.76,57.47,57.27,59.23
16,49.20,44.01,44.87,45.68,44.86,43.69,44.31,0,20.56,45.39,44.46,46.31,44.53,44.49,46.34,45.57
2,21.12,23.22,23.18,23.36,23.33,22.52,23.54,20.56,0,28.87,22.41,23.56,23.15,23.38,24.20,24.16
3,46.77,52.75,51.46,51.80,51.74,50.13,52.11,45.39,28.87,0,51.82,52.46,51.33,51.89,53.51,54.00
4,46.40,48.19,48.63,48.71,48.37,47.08,48.83,44.46,22.41,51.82,0,48.95,48.38,48.10,49.09,51.17
5,46.12,56.55,57.42,58.77,58.26,55.97,57.67,46.31,23.56,52.46,48.95,0,57.83,57.46,59.38,57.50
6,45.90,55.90,57.39,57.16,56.86,56.01,56.76,44.53,23.15,51.33,48.38,57.83,0,56.62,56.55,57.20
7,46.02,56.82,56.61,57.12,56.64,56.64,57.47,44.49,23.38,51.89,48.10,57.46,56.62,0,56.37,57.12
8,46.18,56.35,56.68,58.28,57.65,55.99,57.27,46.34,24.20,53.51,49.09,59.38,56.55,56.37,0,60.25
9,47.44,56.88,56.85,57.33,56.76,55.83,59.23,45.57,24.16,54.00,51.17,57.50,57.20,57.12,60.25,0

#4 Percentage based on DISTINCT gene counts and the genome in the left column (#7 & diagonal #7)
Genomes,1,10,11,12,13,14,15,16,2,3,4,5,6,7,8,9
1,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
10,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
11,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
12,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
13,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
14,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
15,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
16,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
2,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
3,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
4,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity
5,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity
6,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity
7,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity
8,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity
9,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0

#5 Percentage based on informative DISTINCT gene counts of both genomes (#9 & #10)
Genomes,1,10,11,12,13,14,15,16,2,3,4,5,6,7,8,9
1,0,54.41,54.74,54.30,54.29,54.32,57.37,65.69,30.02,56.71,59.26,54.58,54.73,54.78,54.60,56.13
10,54.41,0,61.09,61.60,61.44,62.42,62.26,53.40,30.21,58.11,56.48,61.56,61.38,62.28,61.19,61.73
11,54.74,61.09,0,62.72,62.66,62.23,61.91,54.40,30.06,56.53,56.90,62.44,62.95,61.92,61.45,61.59
12,54.30,61.60,62.72,0,63.66,61.57,61.09,55.16,30.13,56.55,56.69,63.56,62.31,62.12,62.84,61.74
13,54.29,61.44,62.66,63.66,0,61.75,61.33,54.30,30.22,56.71,56.47,63.22,62.21,61.81,62.38,61.33
14,54.32,62.42,62.23,61.57,61.75,0,61.82,53.67,29.68,55.99,55.84,61.81,62.39,62.98,61.69,61.45
15,57.37,62.26,61.91,61.09,61.33,61.82,0,53.41,30.42,56.84,56.83,62.28,61.81,62.45,61.67,63.77
16,65.69,53.40,54.40,55.16,54.30,53.67,53.41,0,29.82,56.19,57.73,55.96,54.09,53.95,55.96,54.92
2,30.02,30.21,30.06,30.13,30.22,29.68,30.42,29.82,0,39.73,31.47,30.40,30.12,30.39,31.32,31.22
3,56.71,58.11,56.53,56.55,56.71,55.99,56.84,56.19,39.73,0,61.86,57.24,56.52,57.00,58.27,58.76
4,59.26,56.48,56.90,56.69,56.47,55.84,56.83,57.73,31.47,61.86,0,56.96,56.72,56.26,57.05,59.55
5,54.58,61.56,62.44,63.56,63.22,61.81,62.28,55.96,30.40,57.24,56.96,0,63.02,62.45,64.01,61.87
6,54.73,61.38,62.95,62.31,62.21,62.39,61.81,54.09,30.12,56.52,56.72,63.02,0,62.07,61.43,62.11
7,54.78,62.28,61.92,62.12,61.81,62.98,62.45,53.95,30.39,57.00,56.26,62.45,62.07,0,61.08,61.86
8,54.60,61.19,61.45,62.84,62.38,61.69,61.67,55.96,31.32,58.27,57.05,64.01,61.43,61.08,0,64.74
9,56.13,61.73,61.59,61.74,61.33,61.45,63.77,54.92,31.22,58.76,59.55,61.87,62.11,61.86,64.74,0

#6 Percentage based on EVERYTHING gene counts and the genome in left column (#13 & diagonal #13)
Genomes,1,10,11,12,13,14,15,16,2,3,4,5,6,7,8,9
1,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
10,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
11,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
12,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
13,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
14,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
15,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
16,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
2,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
3,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
4,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity,Infinity
5,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity,Infinity
6,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity,Infinity
7,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity,Infinity
8,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,Infinity
9,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0

#7 shared DISTINCT genes
Genomes,1,10,11,12,13,14,15,16,2,3,4,5,6,7,8,9
1,0,29275,29556,29355,29294,29277,30153,33035,12940,26884,30634,29369,29399,29344,28917,29482
10,29275,0,31503,31617,31505,31782,31557,28844,12893,27132,29548,31516,31433,31636,30904,31122
11,29556,31503,0,32150,32071,31904,31627,29359,12952,26829,29858,31971,32108,31705,31161,31255
12,29355,31617,32150,0,32333,31643,31318,29575,12946,26788,29738,32272,31856,31716,31544,31253
13,29294,31505,32071,32333,0,31638,31334,29220,12937,26778,29608,32104,31761,31558,31340,31065
14,29277,31782,31904,31643,31638,0,31455,28969,12740,26531,29367,31628,31786,31892,31094,31069
15,30153,31557,31627,31318,31334,31455,0,28720,12876,26622,29531,31602,31431,31552,30913,31609
16,33035,28844,29359,29575,29220,28969,28720,0,12823,26647,30051,29765,29097,28974,29299,28994
2,12940,12893,12952,12946,12937,12740,12876,12823,0,13303,13124,12978,12870,12911,12967,12968
3,26884,27132,26829,26788,26778,26531,26622,26647,13303,0,27928,26911,26669,26741,26737,26927
4,30634,29548,29858,29738,29608,29367,29531,30051,13124,27928,0,29743,29641,29413,29301,30154
5,29369,31516,31971,32272,32104,31628,31602,29765,12978,26911,29743,0,31988,31731,31811,31205
6,29399,31433,32108,31856,31761,31786,31431,29097,12870,26669,29641,31988,0,31584,30990,31252
7,29344,31636,31705,31716,31558,31892,31552,28974,12911,26741,29413,31731,31584,0,30804,31097
8,28917,30904,31161,31544,31340,31094,30913,29299,12967,26737,29301,31811,30990,30804,0,31571
9,29482,31122,31255,31253,31065,31069,31609,28994,12968,26927,30154,31205,31252,31097,31571,0

#8 unshared DISTINCT genes
Genomes,1,10,11,12,13,14,15,16,2,3,4,5,6,7,8,9
1,0,34851,34688,34621,34773,35728,32239,34113,48337,30595,35384,34307,34654,34419,33702,32663
10,34851,0,25001,24304,24558,24925,23638,36702,42638,24306,31763,24220,24793,24042,23935,23590
11,34688,25001,0,23637,23825,25080,23897,36071,42919,25311,31542,23709,23842,24303,23820,23723
12,34621,24304,23637,0,22832,25133,24046,35170,42462,24924,31313,22638,23877,23812,22585,23258
13,34773,24558,23825,22832,0,25173,24044,35910,42510,24974,31603,23004,24097,24158,23023,23664
14,35728,24925,25080,25133,25173,0,24723,37333,43825,26389,33006,24877,24968,24411,24436,24577
15,32239,23638,23897,24046,24044,24723,0,36094,41816,24470,30941,23192,23941,23354,23061,21760
16,34113,36702,36071,35170,35910,37333,36094,0,49560,32058,37539,34504,36247,36148,33927,34628
2,48337,42638,42919,42462,42510,43825,41816,49560,0,32780,45427,42112,42735,42308,40625,40714
3,30595,24306,25311,24924,24974,26389,24470,32058,32780,0,25965,24392,25283,24794,23231,22942
4,35384,31763,31542,31313,31603,33006,30941,37539,45427,25965,0,31017,31628,31739,30392,28777
5,34307,24220,23709,22638,23004,24877,23192,34504,42112,24392,31017,0,23327,23496,21765,23068
6,34654,24793,23842,23877,24097,24968,23941,36247,42735,25283,31628,23327,0,24197,23814,23381
7,34419,24042,24303,23812,24158,24411,23354,36148,42308,24794,31739,23496,24197,0,23841,23346
8,33702,23935,23820,22585,23023,24436,23061,33927,40625,23231,30392,21765,23814,23841,0,20827
9,32663,23590,23723,23258,23664,24577,21760,34628,40714,22942,28777,23068,23381,23346,20827,0

#9 shared informative DISTINCT genes
Genomes,1,10,11,12,13,14,15,16,2,3,4,5,6,7,8,9
1,0,29275,29556,29355,29294,29277,30153,33035,12940,26884,30634,29369,29399,29344,28917,29482
10,29275,0,31503,31617,31505,31782,31557,28844,12893,27132,29548,31516,31433,31636,30904,31122
11,29556,31503,0,32150,32071,31904,31627,29359,12952,26829,29858,31971,32108,31705,31161,31255
12,29355,31617,32150,0,32333,31643,31318,29575,12946,26788,29738,32272,31856,31716,31544,31253
13,29294,31505,32071,32333,0,31638,31334,29220,12937,26778,29608,32104,31761,31558,31340,31065
14,29277,31782,31904,31643,31638,0,31455,28969,12740,26531,29367,31628,31786,31892,31094,31069
15,30153,31557,31627,31318,31334,31455,0,28720,12876,26622,29531,31602,31431,31552,30913,31609
16,33035,28844,29359,29575,29220,28969,28720,0,12823,26647,30051,29765,29097,28974,29299,28994
2,12940,12893,12952,12946,12937,12740,12876,12823,0,13303,13124,12978,12870,12911,12967,12968
3,26884,27132,26829,26788,26778,26531,26622,26647,13303,0,27928,26911,26669,26741,26737,26927
4,30634,29548,29858,29738,29608,29367,29531,30051,13124,27928,0,29743,29641,29413,29301,30154
5,29369,31516,31971,32272,32104,31628,31602,29765,12978,26911,29743,0,31988,31731,31811,31205
6,29399,31433,32108,31856,31761,31786,31431,29097,12870,26669,29641,31988,0,31584,30990,31252
7,29344,31636,31705,31716,31558,31892,31552,28974,12911,26741,29413,31731,31584,0,30804,31097
8,28917,30904,31161,31544,31340,31094,30913,29299,12967,26737,29301,31811,30990,30804,0,31571
9,29482,31122,31255,31253,31065,31069,31609,28994,12968,26927,30154,31205,31252,31097,31571,0

#10 unshared informative DISTINCT genes
Genomes,1,10,11,12,13,14,15,16,2,3,4,5,6,7,8,9
1,0,24527,24434,24704,24667,24616,22409,17255,30161,20526,21064,24441,24314,24219,24042,23043
10,24527,0,20069,19709,19774,19135,19130,25166,29784,19559,22765,19676,19775,19164,19597,19292
11,24434,20069,0,19112,19111,19360,19459,24605,30135,20634,22614,19235,18894,19495,19552,19495
12,24704,19709,19112,0,18455,19750,19945,24041,30015,20584,22722,18501,19266,19341,18654,19367
13,24667,19774,19111,18455,0,19601,19754,24592,29874,20445,22823,18678,19297,19498,18903,19584
14,24616,19135,19360,19750,19601,0,19427,25009,30183,20854,23220,19545,19162,18745,19310,19491
15,22409,19130,19459,19945,19754,19427,0,25052,29456,20217,22437,19142,19417,18970,19217,17956
16,17255,25166,24605,24041,24592,25009,25052,0,30172,20777,22007,23426,24695,24736,23055,23796
2,30161,29784,30135,30015,29874,30183,29456,30172,0,20181,28577,29716,29865,29578,28435,28564
3,20526,19559,20634,20584,20445,20854,20217,20777,20181,0,17222,20103,20520,20171,19148,18899
4,21064,22765,22614,22722,22823,23220,22437,22007,28577,17222,0,22477,22614,22865,22058,20483
5,24441,19676,19235,18501,18678,19545,19142,23426,29716,20103,22477,0,18767,19076,17885,19228
6,24314,19775,18894,19266,19297,19162,19417,24695,29865,20520,22614,18767,0,19303,19460,19067
7,24219,19164,19495,19341,19498,18745,18970,24736,29578,20171,22865,19076,19303,0,19627,19172
8,24042,19597,19552,18654,18903,19310,19217,23055,28435,19148,22058,17885,19460,19627,0,17193
9,23043,19292,19495,19367,19584,19491,17956,23796,28564,18899,20483,19228,19067,19172,17193,0

#11 shared SEMI genes
Genomes,1,10,11,12,13,14,15,16,2,3,4,5,6,7,8,9
1,0,35211,35671,35290,35358,35221,36278,39843,14178,32791,37071,35374,35392,35255,34999,35603
10,35211,0,37930,37939,37826,38049,37830,34663,14084,32965,35588,37911,37809,37956,37340,37537
11,35671,37930,0,38639,38630,38387,38071,35362,14167,32721,36113,38491,38673,38157,37700,37810
12,35290,37939,38639,0,38833,37948,37584,35497,14141,32580,35790,38779,38279,37998,38046,37684
13,35358,37826,38630,38833,0,37990,37627,35196,14151,32607,35754,38600,38171,37928,37843,37552
14,35221,38049,38387,37948,37990,0,37752,34781,13945,32298,35443,38001,38199,38296,37507,37457
15,36278,37830,38071,37584,37627,37752,0,34516,14073,32396,35633,37975,37786,37863,37244,38082
16,39843,34663,35362,35497,35196,34781,34516,0,14055,32450,36247,35806,34990,34755,35362,34939
2,14178,14084,14167,14141,14151,13945,14073,14055,0,14604,14371,14199,14080,14115,14202,14216
3,32791,32965,32721,32580,32607,32298,32396,32450,14604,0,33933,32773,32490,32548,32651,32850
4,37071,35588,36113,35790,35754,35443,35633,36247,14371,33933,0,35955,35821,35490,35511,36577
5,35374,37911,38491,38779,38600,38001,37975,35806,14199,32773,35955,0,38496,38132,38431,37749
6,35392,37809,38673,38279,38171,38199,37786,34990,14080,32490,35821,38496,0,37978,37465,37793
7,35255,37956,38157,37998,37928,38296,37863,34755,14115,32548,35490,38132,37978,0,37152,37514
8,34999,37340,37700,38046,37843,37507,37244,35362,14202,32651,35511,38431,37465,37152,0,38206
9,35603,37537,37810,37684,37552,37457,38082,34939,14216,32850,36577,37749,37793,37514,38206,0

#12 unshared SEMI genes
Genomes,1,10,11,12,13,14,15,16,2,3,4,5,6,7,8,9
1,0,42486,42316,42276,42238,44713,39209,42433,59036,38269,45506,41957,42429,42063,41299,39982
10,42486,0,30206,29386,29710,31465,28513,45201,51632,30329,40880,29291,30003,29069,29025,28522
11,42316,30206,0,28736,28852,31539,28781,44553,52216,31567,40580,28881,29025,29417,29055,28726
12,42276,29386,28736,0,27644,31615,28953,43481,51466,31047,40424,27503,29011,28933,27561,28176
13,42238,29710,28852,27644,0,31629,28965,44181,51544,31091,40594,27959,29325,29171,28065,28538
14,44713,31465,31539,31615,31629,0,30916,47212,54157,33910,43417,31358,31470,30636,30938,30929
15,39209,28513,28781,28953,28965,30916,0,44352,50511,30324,39647,28020,28906,28112,28074,26289
16,42433,45201,44553,43481,44181,47212,44352,0,60901,40570,48773,42712,44852,44682,42192,42929
2,59036,51632,52216,51466,51544,54157,50511,60901,0,41535,57798,51199,51945,51235,49785,49648
3,38269,30329,31567,31047,31091,33910,30324,40570,41535,0,35133,30510,31584,30828,29346,28839
4,45506,40880,40580,40424,40594,43417,39647,48773,57798,35133,0,39943,40719,40741,39423,37182
5,41957,29291,28881,27503,27959,31358,28020,42712,51199,30510,39943,0,28426,28514,26640,27895
6,42429,30003,29025,29011,29325,31470,28906,44852,51945,31584,40719,28426,0,29330,29080,28315
7,42063,29069,29417,28933,29171,30636,28112,44682,51235,30828,40741,28514,29330,0,29066,28233
8,41299,29025,29055,27561,28065,30938,28074,42192,49785,29346,39423,26640,29080,29066,0,25573
9,39982,28522,28726,28176,28538,30929,26289,42929,49648,28839,37182,27895,28315,28233,25573,0

#13 shared EVERYTHING genes based on left column
Genomes,1,10,11,12,13,14,15,16,2,3,4,5,6,7,8,9
1,0,37037,37414,37209,37293,37022,37994,42419,19253,34351,39323,37184,37304,37056,36714,37227
10,36793,0,39271,39354,39277,39460,39245,36438,19029,34318,37176,39304,39243,39362,38636,38804
11,37435,39461,0,40134,40124,39869,39576,37225,19255,34242,37783,40037,40184,39590,39124,39202
12,36941,39414,39956,0,40176,39315,39056,37225,19117,34008,37378,40079,39630,39404,39316,38988
13,37065,39302,39955,40162,0,39375,39144,36951,19163,34086,37425,40018,39605,39314,39157,38886
14,38161,40889,41098,40718,40803,0,40591,37834,19636,34977,38371,40751,40938,41059,40199,40169
15,37729,39177,39353,38917,38976,39035,0,36182,18953,33660,37085,39340,39133,39174,38553,39256
16,42506,36544,37459,37733,37219,36640,36454,0,19062,34142,38889,37738,36967,36807,37118,36769
2,14771,14671,14751,14740,14740,14494,14685,14651,0,15149,14982,14804,14653,14697,14787,14781
3,34241,34209,33890,33805,33850,33547,33673,33908,19725,0,35477,34076,33720,33806,33822,34032
4,39377,37410,37792,37594,37554,37128,37402,38690,19441,35782,0,37644,37635,37199,37144,38125
5,37047,39391,39861,40100,39980,39384,39411,37491,19218,34183,37554,0,39907,39598,39677,39102
6,37195,39386,40182,39791,39752,39670,39348,36902,19116,34016,37542,40025,0,39508,38921,39232
