GCF_000695525.1_BOL_genomic.fna	Bnigra_NI100.v2.genome.fna	0.117785	1.73019e-110	44/1000
GCF_020379485.1_Da-Ae_genomic.fna	Bnigra_NI100.v2.genome.fna	0.115759	2.53574e-110	46/1000
GWHBKKZ00000000.genome.fna	Bnigra_NI100.v2.genome.fna	0.112887	3.01346e-124	49/1000
GWHBKLA00000000.genome.fna	Bnigra_NI100.v2.genome.fna	0.113823	5.83585e-121	48/1000
GWHDTWX00000000.genome.fna	Bnigra_NI100.v2.genome.fna	0.119909	1.76461e-103	42/1000
GWHDTYA00000000.genome.fna	Bnigra_NI100.v2.genome.fna	0.115759	3.38474e-115	46/1000
GWHDTYE00000000.genome.fna	Bnigra_NI100.v2.genome.fna	0.117785	2.41969e-109	44/1000
GWHDTYJ00000000.genome.fna	Bnigra_NI100.v2.genome.fna	0.119909	2.22192e-103	42/1000
GWHDTYK00000000.genome.fna	Bnigra_NI100.v2.genome.fna	0.113823	7.10034e-121	48/1000
GWHDTYL00000000.genome.fna	Bnigra_NI100.v2.genome.fna	0.119909	2.79174e-103	42/1000
GWHDTYM00000000.genome.fna	Bnigra_NI100.v2.genome.fna	0.119909	1.18266e-103	42/1000
GWHDUBH00000000.genome.fna	Bnigra_NI100.v2.genome.fna	0.115759	3.80894e-115	46/1000
GWHDUBI00000000.genome.fna	Bnigra_NI100.v2.genome.fna	0.12101	2.69409e-100	41/1000
GWHDUBL00000000.genome.fna	Bnigra_NI100.v2.genome.fna	0.118834	3.98583e-106	43/1000
GWHDUBP00000000.genome.fna	Bnigra_NI100.v2.genome.fna	0.115759	1.29919e-114	46/1000
GWHDUBS00000000.genome.fna	Bnigra_NI100.v2.genome.fna	0.112887	3.00742e-124	49/1000
GWHERGL00000000.genome.fna	Bnigra_NI100.v2.genome.fna	0.117785	1.72167e-111	44/1000
GWHFIKA00000000.1.genome.fna	Bnigra_NI100.v2.genome.fna	0.035622	0	310/1000
GWHFQTP00000000.1.genome.fna	Bnigra_NI100.v2.genome.fna	0.0345853	0	319/1000
OX_heart_genome_wrapped.fna	Bnigra_NI100.v2.genome.fna	0.12214	1.12754e-97	40/1000
27622715.fna	GCA_038677285.1_ASM3867728v1_genomic.fna	0.0236777	0	437/1000
Bnigra_C2.v1.genome.fna	GCA_038677285.1_ASM3867728v1_genomic.fna	0.115759	1.57093e-109	46/1000
Bnigra_NI100.v2.genome.fna	GCA_038677285.1_ASM3867728v1_genomic.fna	0.119909	3.62739e-99	42/1000
GCA_038677285.1_ASM3867728v1_genomic.fna	GCA_038677285.1_ASM3867728v1_genomic.fna	0	0	1000/1000
GCA_040550855.1_C4012_genomic.fna	GCA_038677285.1_ASM3867728v1_genomic.fna	0.0358575	0	308/1000
GCA_040584065.1_ASM4058406v1_genomic.fna	GCA_038677285.1_ASM3867728v1_genomic.fna	0.0358575	0	308/1000
GCF_000309985.2_CAAS_Brap_v3.01_genomic.fna	GCA_038677285.1_ASM3867728v1_genomic.fna	0.0302852	0	360/1000
GCF_000695525.1_BOL_genomic.fna	GCA_038677285.1_ASM3867728v1_genomic.fna	0.0245258	0	426/1000
GCF_020379485.1_Da-Ae_genomic.fna	GCA_038677285.1_ASM3867728v1_genomic.fna	0.00669844	0	768/1000
GWHBKKZ00000000.genome.fna	GCA_038677285.1_ASM3867728v1_genomic.fna	0.0236777	0	437/1000
GWHBKLA00000000.genome.fna	GCA_038677285.1_ASM3867728v1_genomic.fna	0.0234513	0	440/1000
GWHDTWX00000000.genome.fna	GCA_038677285.1_ASM3867728v1_genomic.fna	0.0232268	0	443/1000
GWHDTYA00000000.genome.fna	GCA_038677285.1_ASM3867728v1_genomic.fna	0.023602	0	438/1000
GWHDTYE00000000.genome.fna	GCA_038677285.1_ASM3867728v1_genomic.fna	0.0234513	0	440/1000
GWHDTYJ00000000.genome.fna	GCA_038677285.1_ASM3867728v1_genomic.fna	0.0232268	0	443/1000
GWHDTYK00000000.genome.fna	GCA_038677285.1_ASM3867728v1_genomic.fna	0.0226378	0	451/1000
GWHDTYL00000000.genome.fna	GCA_038677285.1_ASM3867728v1_genomic.fna	0.0245258	0	426/1000
GWHDTYM00000000.genome.fna	GCA_038677285.1_ASM3867728v1_genomic.fna	0.0241368	0	431/1000
GWHDUBH00000000.genome.fna	GCA_038677285.1_ASM3867728v1_genomic.fna	0.0217795	0	463/1000
GWHDUBI00000000.genome.fna	GCA_038677285.1_ASM3867728v1_genomic.fna	0.0233762	0	441/1000
GWHDUBL00000000.genome.fna	GCA_038677285.1_ASM3867728v1_genomic.fna	0.0232268	0	443/1000
GWHDUBP00000000.genome.fna	GCA_038677285.1_ASM3867728v1_genomic.fna	0.0227838	0	449/1000
GWHDUBS00000000.genome.fna	GCA_038677285.1_ASM3867728v1_genomic.fna	0.0236777	0	437/1000
GWHERGL00000000.genome.fna	GCA_038677285.1_ASM3867728v1_genomic.fna	0.0295179	0	368/1000
GWHFIKA00000000.1.genome.fna	GCA_038677285.1_ASM3867728v1_genomic.fna	0.0433296	0	252/1000
GWHFQTP00000000.1.genome.fna	GCA_038677285.1_ASM3867728v1_genomic.fna	0.04288	0	255/1000
OX_heart_genome_wrapped.fna	GCA_038677285.1_ASM3867728v1_genomic.fna	0.0224204	0	454/1000
27622715.fna	GCA_040550855.1_C4012_genomic.fna	0.028588	0	378/1000
Bnigra_C2.v1.genome.fna	GCA_040550855.1_C4012_genomic.fna	0.0371871	0	297/1000
Bnigra_NI100.v2.genome.fna	GCA_040550855.1_C4012_genomic.fna	0.0376857	0	293/1000
GCA_038677285.1_ASM3867728v1_genomic.fna	GCA_040550855.1_C4012_genomic.fna	0.0358575	0	308/1000
GCA_040550855.1_C4012_genomic.fna	GCA_040550855.1_C4012_genomic.fna	0	0	1000/1000
GCA_040584065.1_ASM4058406v1_genomic.fna	GCA_040550855.1_C4012_genomic.fna	0.00337267	0	872/1000
GCF_000309985.2_CAAS_Brap_v3.01_genomic.fna	GCA_040550855.1_C4012_genomic.fna	0.0740698	0	118/1000
GCF_000695525.1_BOL_genomic.fna	GCA_040550855.1_C4012_genomic.fna	0.0307758	0	355/1000
GCF_020379485.1_Da-Ae_genomic.fna	GCA_040550855.1_C4012_genomic.fna	0.0364545	0	303/1000
GWHBKKZ00000000.genome.fna	GCA_040550855.1_C4012_genomic.fna	0.0284057	0	380/1000
GWHBKLA00000000.genome.fna	GCA_040550855.1_C4012_genomic.fna	0.0294234	0	369/1000
GWHDTWX00000000.genome.fna	GCA_040550855.1_C4012_genomic.fna	0.0304804	0	358/1000
GWHDTYA00000000.genome.fna	GCA_040550855.1_C4012_genomic.fna	0.0319897	0	343/1000
GWHDTYE00000000.genome.fna	GCA_040550855.1_C4012_genomic.fna	0.0300913	0	362/1000
GWHDTYJ00000000.genome.fna	GCA_040550855.1_C4012_genomic.fna	0.0307758	0	355/1000
GWHDTYK00000000.genome.fna	GCA_040550855.1_C4012_genomic.fna	0.0314775	0	348/1000
GWHDTYL00000000.genome.fna	GCA_040550855.1_C4012_genomic.fna	0.0321972	0	341/1000
GWHDTYM00000000.genome.fna	GCA_040550855.1_C4012_genomic.fna	0.0287714	0	376/1000
GWHDUBH00000000.genome.fna	GCA_040550855.1_C4012_genomic.fna	0.0320933	0	342/1000
GWHDUBI00000000.genome.fna	GCA_040550855.1_C4012_genomic.fna	0.0315792	0	347/1000
GWHDUBL00000000.genome.fna	GCA_040550855.1_C4012_genomic.fna	0.0317837	0	345/1000
GWHDUBP00000000.genome.fna	GCA_040550855.1_C4012_genomic.fna	0.0302852	0	360/1000
GWHDUBS00000000.genome.fna	GCA_040550855.1_C4012_genomic.fna	0.0284057	0	380/1000
GWHERGL00000000.genome.fna	GCA_040550855.1_C4012_genomic.fna	0.0712856	0	126/1000
GWHFIKA00000000.1.genome.fna	GCA_040550855.1_C4012_genomic.fna	0.0317837	0	345/1000
GWHFQTP00000000.1.genome.fna	GCA_040550855.1_C4012_genomic.fna	0.0311746	0	351/1000
OX_heart_genome_wrapped.fna	GCA_040550855.1_C4012_genomic.fna	0.0307758	0	355/1000
27622715.fna	GCA_040584065.1_ASM4058406v1_genomic.fna	0.0284967	0	379/1000
Bnigra_C2.v1.genome.fna	GCA_040584065.1_ASM4058406v1_genomic.fna	0.0368186	0	300/1000
Bnigra_NI100.v2.genome.fna	GCA_040584065.1_ASM4058406v1_genomic.fna	0.0363341	0	304/1000
GCA_038677285.1_ASM3867728v1_genomic.fna	GCA_040584065.1_ASM4058406v1_genomic.fna	0.0358575	0	308/1000
GCA_040550855.1_C4012_genomic.fna	GCA_040584065.1_ASM4058406v1_genomic.fna	0.00337267	0	872/1000
GCA_040584065.1_ASM4058406v1_genomic.fna	GCA_040584065.1_ASM4058406v1_genomic.fna	0	0	1000/1000
GCF_000309985.2_CAAS_Brap_v3.01_genomic.fna	GCA_040584065.1_ASM4058406v1_genomic.fna	0.0744324	0	117/1000
GCF_000695525.1_BOL_genomic.fna	GCA_040584065.1_ASM4058406v1_genomic.fna	0.0307758	0	355/1000
GCF_020379485.1_Da-Ae_genomic.fna	GCA_040584065.1_ASM4058406v1_genomic.fna	0.0363341	0	304/1000
GWHBKKZ00000000.genome.fna	GCA_040584065.1_ASM4058406v1_genomic.fna	0.0282247	0	382/1000
GWHBKLA00000000.genome.fna	GCA_040584065.1_ASM4058406v1_genomic.fna	0.0297077	0	366/1000
GWHDTWX00000000.genome.fna	GCA_040584065.1_ASM4058406v1_genomic.fna	0.0301881	0	361/1000
GWHDTYA00000000.genome.fna	GCA_040584065.1_ASM4058406v1_genomic.fna	0.0313762	0	349/1000
GWHDTYE00000000.genome.fna	GCA_040584065.1_ASM4058406v1_genomic.fna	0.0297077	0	366/1000
GWHDTYJ00000000.genome.fna	GCA_040584065.1_ASM4058406v1_genomic.fna	0.0305785	0	357/1000
GWHDTYK00000000.genome.fna	GCA_040584065.1_ASM4058406v1_genomic.fna	0.0318865	0	344/1000
GWHDTYL00000000.genome.fna	GCA_040584065.1_ASM4058406v1_genomic.fna	0.0315792	0	347/1000
GWHDTYM00000000.genome.fna	GCA_040584065.1_ASM4058406v1_genomic.fna	0.0286795	0	377/1000
GWHDUBH00000000.genome.fna	GCA_040584065.1_ASM4058406v1_genomic.fna	0.0316813	0	346/1000
GWHDUBI00000000.genome.fna	GCA_040584065.1_ASM4058406v1_genomic.fna	0.0310744	0	352/1000
GWHDUBL00000000.genome.fna	GCA_040584065.1_ASM4058406v1_genomic.fna	0.0318865	0	344/1000
GWHDUBP00000000.genome.fna	GCA_040584065.1_ASM4058406v1_genomic.fna	0.0299949	0	363/1000
GWHDUBS00000000.genome.fna	GCA_040584065.1_ASM4058406v1_genomic.fna	0.0282247	0	382/1000
GWHERGL00000000.genome.fna	GCA_040584065.1_ASM4058406v1_genomic.fna	0.0723061	0	123/1000
GWHFIKA00000000.1.genome.fna	GCA_040584065.1_ASM4058406v1_genomic.fna	0.0317837	0	345/1000
GWHFQTP00000000.1.genome.fna	GCA_040584065.1_ASM4058406v1_genomic.fna	0.0312752	0	350/1000
OX_heart_genome_wrapped.fna	GCA_040584065.1_ASM4058406v1_genomic.fna	0.0305785	0	357/1000
27622715.fna	GCF_000309985.2_CAAS_Brap_v3.01_genomic.fna	0.0613264	0	160/1000
Bnigra_C2.v1.genome.fna	GCF_000309985.2_CAAS_Brap_v3.01_genomic.fna	0.113823	1.84475e-125	48/1000
Bnigra_NI100.v2.genome.fna	GCF_000309985.2_CAAS_Brap_v3.01_genomic.fna	0.119909	6.14837e-108	42/1000
GCA_038677285.1_ASM3867728v1_genomic.fna	GCF_000309985.2_CAAS_Brap_v3.01_genomic.fna	0.0302852	0	360/1000
GCA_040550855.1_C4012_genomic.fna	GCF_000309985.2_CAAS_Brap_v3.01_genomic.fna	0.0740698	0	118/1000
GCA_040584065.1_ASM4058406v1_genomic.fna	GCF_000309985.2_CAAS_Brap_v3.01_genomic.fna	0.0744324	0	117/1000
GCF_000309985.2_CAAS_Brap_v3.01_genomic.fna	GCF_000309985.2_CAAS_Brap_v3.01_genomic.fna	0	0	1000/1000
GCF_000695525.1_BOL_genomic.fna	GCF_000309985.2_CAAS_Brap_v3.01_genomic.fna	0.0610707	0	161/1000
GCF_020379485.1_Da-Ae_genomic.fna	GCF_000309985.2_CAAS_Brap_v3.01_genomic.fna	0.0313762	0	349/1000
GWHBKKZ00000000.genome.fna	GCF_000309985.2_CAAS_Brap_v3.01_genomic.fna	0.0628995	0	154/1000
GWHBKLA00000000.genome.fna	GCF_000309985.2_CAAS_Brap_v3.01_genomic.fna	0.0613264	0	160/1000
GWHDTWX00000000.genome.fna	GCF_000309985.2_CAAS_Brap_v3.01_genomic.fna	0.0631684	0	153/1000
GWHDTYA00000000.genome.fna	GCF_000309985.2_CAAS_Brap_v3.01_genomic.fna	0.0645437	0	148/1000
GWHDTYE00000000.genome.fna	GCF_000309985.2_CAAS_Brap_v3.01_genomic.fna	0.0628995	0	154/1000
GWHDTYJ00000000.genome.fna	GCF_000309985.2_CAAS_Brap_v3.01_genomic.fna	0.0621044	0	157/1000
GWHDTYK00000000.genome.fna	GCF_000309985.2_CAAS_Brap_v3.01_genomic.fna	0.0610707	0	161/1000
GWHDTYL00000000.genome.fna	GCF_000309985.2_CAAS_Brap_v3.01_genomic.fna	0.0626325	0	155/1000
GWHDTYM00000000.genome.fna	GCF_000309985.2_CAAS_Brap_v3.01_genomic.fna	0.0626325	0	155/1000
GWHDUBH00000000.genome.fna	GCF_000309985.2_CAAS_Brap_v3.01_genomic.fna	0.0595738	0	167/1000
GWHDUBI00000000.genome.fna	GCF_000309985.2_CAAS_Brap_v3.01_genomic.fna	0.0639874	0	150/1000
GWHDUBL00000000.genome.fna	GCF_000309985.2_CAAS_Brap_v3.01_genomic.fna	0.0642645	0	149/1000
GWHDUBP00000000.genome.fna	GCF_000309985.2_CAAS_Brap_v3.01_genomic.fna	0.0623675	0	156/1000
GWHDUBS00000000.genome.fna	GCF_000309985.2_CAAS_Brap_v3.01_genomic.fna	0.0628995	0	154/1000
GWHERGL00000000.genome.fna	GCF_000309985.2_CAAS_Brap_v3.01_genomic.fna	0.011621	0	644/1000
GWHFIKA00000000.1.genome.fna	GCF_000309985.2_CAAS_Brap_v3.01_genomic.fna	0.0370638	0	298/1000
GWHFQTP00000000.1.genome.fna	GCF_000309985.2_CAAS_Brap_v3.01_genomic.fna	0.0363341	0	304/1000
OX_heart_genome_wrapped.fna	GCF_000309985.2_CAAS_Brap_v3.01_genomic.fna	0.0610707	0	161/1000
27622715.fna	GCF_000695525.1_BOL_genomic.fna	0.0124935	0	625/1000
Bnigra_C2.v1.genome.fna	GCF_000695525.1_BOL_genomic.fna	0.11478	1.06394e-118	47/1000
Bnigra_NI100.v2.genome.fna	GCF_000695525.1_BOL_genomic.fna	0.117785	1.73019e-110	44/1000
GCA_038677285.1_ASM3867728v1_genomic.fna	GCF_000695525.1_BOL_genomic.fna	0.0245258	0	426/1000
GCA_040550855.1_C4012_genomic.fna	GCF_000695525.1_BOL_genomic.fna	0.0307758	0	355/1000
GCA_040584065.1_ASM4058406v1_genomic.fna	GCF_000695525.1_BOL_genomic.fna	0.0307758	0	355/1000
GCF_000309985.2_CAAS_Brap_v3.01_genomic.fna	GCF_000695525.1_BOL_genomic.fna	0.0610707	0	161/1000
GCF_000695525.1_BOL_genomic.fna	GCF_000695525.1_BOL_genomic.fna	0	0	1000/1000
GCF_020379485.1_Da-Ae_genomic.fna	GCF_000695525.1_BOL_genomic.fna	0.0249208	0	421/1000
GWHBKKZ00000000.genome.fna	GCF_000695525.1_BOL_genomic.fna	0.0127293	0	620/1000
GWHBKLA00000000.genome.fna	GCF_000695525.1_BOL_genomic.fna	0.0135508	0	603/1000
GWHDTWX00000000.genome.fna	GCF_000695525.1_BOL_genomic.fna	0.0142518	0	589/1000
GWHDTYA00000000.genome.fna	GCF_000695525.1_BOL_genomic.fna	0.0152936	0	569/1000
GWHDTYE00000000.genome.fna	GCF_000695525.1_BOL_genomic.fna	0.0126347	0	622/1000
GWHDTYJ00000000.genome.fna	GCF_000695525.1_BOL_genomic.fna	0.0127767	0	619/1000
GWHDTYK00000000.genome.fna	GCF_000695525.1_BOL_genomic.fna	0.0142518	0	589/1000
GWHDTYL00000000.genome.fna	GCF_000695525.1_BOL_genomic.fna	0.00774383	0	739/1000
GWHDTYM00000000.genome.fna	GCF_000695525.1_BOL_genomic.fna	0.0129677	0	615/1000
GWHDUBH00000000.genome.fna	GCF_000695525.1_BOL_genomic.fna	0.0148187	0	578/1000
GWHDUBI00000000.genome.fna	GCF_000695525.1_BOL_genomic.fna	0.014871	0	577/1000
GWHDUBL00000000.genome.fna	GCF_000695525.1_BOL_genomic.fna	0.0146626	0	581/1000
GWHDUBP00000000.genome.fna	GCF_000695525.1_BOL_genomic.fna	0.0130157	0	614/1000
GWHDUBS00000000.genome.fna	GCF_000695525.1_BOL_genomic.fna	0.0127293	0	620/1000
GWHERGL00000000.genome.fna	GCF_000695525.1_BOL_genomic.fna	0.0600659	0	165/1000
GWHFIKA00000000.1.genome.fna	GCF_000695525.1_BOL_genomic.fna	0.0744324	0	117/1000
GWHFQTP00000000.1.genome.fna	GCF_000695525.1_BOL_genomic.fna	0.0759181	1.27393e-315	113/1000
OX_heart_genome_wrapped.fna	GCF_000695525.1_BOL_genomic.fna	0.0140492	0	593/1000
27622715.fna	GCF_020379485.1_Da-Ae_genomic.fna	0.0239063	0	434/1000
Bnigra_C2.v1.genome.fna	GCF_020379485.1_Da-Ae_genomic.fna	0.11478	2.4127e-112	47/1000
Bnigra_NI100.v2.genome.fna	GCF_020379485.1_Da-Ae_genomic.fna	0.115759	2.53574e-110	46/1000
GCA_038677285.1_ASM3867728v1_genomic.fna	GCF_020379485.1_Da-Ae_genomic.fna	0.00669844	0	768/1000
GCA_040550855.1_C4012_genomic.fna	GCF_020379485.1_Da-Ae_genomic.fna	0.0364545	0	303/1000
GCA_040584065.1_ASM4058406v1_genomic.fna	GCF_020379485.1_Da-Ae_genomic.fna	0.0363341	0	304/1000
GCF_000309985.2_CAAS_Brap_v3.01_genomic.fna	GCF_020379485.1_Da-Ae_genomic.fna	0.0313762	0	349/1000
GCF_000695525.1_BOL_genomic.fna	GCF_020379485.1_Da-Ae_genomic.fna	0.0249208	0	421/1000
GCF_020379485.1_Da-Ae_genomic.fna	GCF_020379485.1_Da-Ae_genomic.fna	0	0	1000/1000
GWHBKKZ00000000.genome.fna	GCF_020379485.1_Da-Ae_genomic.fna	0.0248413	0	422/1000
GWHBKLA00000000.genome.fna	GCF_020379485.1_Da-Ae_genomic.fna	0.0235265	0	439/1000
GWHDTWX00000000.genome.fna	GCF_020379485.1_Da-Ae_genomic.fna	0.0237537	0	436/1000
GWHDTYA00000000.genome.fna	GCF_020379485.1_Da-Ae_genomic.fna	0.0243695	0	428/1000
GWHDTYE00000000.genome.fna	GCF_020379485.1_Da-Ae_genomic.fna	0.0238299	0	435/1000
GWHDTYJ00000000.genome.fna	GCF_020379485.1_Da-Ae_genomic.fna	0.0239829	0	433/1000
GWHDTYK00000000.genome.fna	GCF_020379485.1_Da-Ae_genomic.fna	0.0227107	0	450/1000
GWHDTYL00000000.genome.fna	GCF_020379485.1_Da-Ae_genomic.fna	0.0244475	0	427/1000
GWHDTYM00000000.genome.fna	GCF_020379485.1_Da-Ae_genomic.fna	0.0245258	0	426/1000
GWHDUBH00000000.genome.fna	GCF_020379485.1_Da-Ae_genomic.fna	0.0230782	0	445/1000
GWHDUBI00000000.genome.fna	GCF_020379485.1_Da-Ae_genomic.fna	0.0239829	0	433/1000
GWHDUBL00000000.genome.fna	GCF_020379485.1_Da-Ae_genomic.fna	0.0243695	0	428/1000
GWHDUBP00000000.genome.fna	GCF_020379485.1_Da-Ae_genomic.fna	0.0232268	0	443/1000
GWHDUBS00000000.genome.fna	GCF_020379485.1_Da-Ae_genomic.fna	0.0248413	0	422/1000
GWHERGL00000000.genome.fna	GCF_020379485.1_Da-Ae_genomic.fna	0.0295179	0	368/1000
GWHFIKA00000000.1.genome.fna	GCF_020379485.1_Da-Ae_genomic.fna	0.0419997	0	261/1000
GWHFQTP00000000.1.genome.fna	GCF_020379485.1_Da-Ae_genomic.fna	0.0419997	0	261/1000
OX_heart_genome_wrapped.fna	GCF_020379485.1_Da-Ae_genomic.fna	0.0235265	0	439/1000
27622715.fna	GWHBKKZ00000000.genome.fna	0.00502299	0	818/1000
Bnigra_C2.v1.genome.fna	GWHBKKZ00000000.genome.fna	0.112887	1.2923e-123	49/1000
Bnigra_NI100.v2.genome.fna	GWHBKKZ00000000.genome.fna	0.112887	3.01346e-124	49/1000
GCA_038677285.1_ASM3867728v1_genomic.fna	GWHBKKZ00000000.genome.fna	0.0236777	0	437/1000
GCA_040550855.1_C4012_genomic.fna	GWHBKKZ00000000.genome.fna	0.0284057	0	380/1000
GCA_040584065.1_ASM4058406v1_genomic.fna	GWHBKKZ00000000.genome.fna	0.0282247	0	382/1000
GCF_000309985.2_CAAS_Brap_v3.01_genomic.fna	GWHBKKZ00000000.genome.fna	0.0628995	0	154/1000
GCF_000695525.1_BOL_genomic.fna	GWHBKKZ00000000.genome.fna	0.0127293	0	620/1000
GCF_020379485.1_Da-Ae_genomic.fna	GWHBKKZ00000000.genome.fna	0.0248413	0	422/1000
GWHBKKZ00000000.genome.fna	GWHBKKZ00000000.genome.fna	0	0	1000/1000
GWHBKLA00000000.genome.fna	GWHBKKZ00000000.genome.fna	0.00948708	0	694/1000
GWHDTWX00000000.genome.fna	GWHBKKZ00000000.genome.fna	0.0130638	0	613/1000
GWHDTYA00000000.genome.fna	GWHBKKZ00000000.genome.fna	0.0136991	0	600/1000
GWHDTYE00000000.genome.fna	GWHBKKZ00000000.genome.fna	0.0117564	0	641/1000
GWHDTYJ00000000.genome.fna	GWHBKKZ00000000.genome.fna	0.0125875	0	623/1000
GWHDTYK00000000.genome.fna	GWHBKKZ00000000.genome.fna	0.0101041	0	679/1000
